id,last_page,gender,age,main_mode,travel_time,priv_avail,carpool_avail,walk_avail,transit_avail,taxi_avail,moto_avail,no_second_mode,status,yr_stud,yr_emp,st_drive,st_drive_gen,st_pass,st_pass_gen,st_n_pass,st_n pass_gen,emp_drive,emp_drive_gen,emp_pass,emp_pass_gen,S1,S2,S3,S4,CHOICE1,CHOICE2,CHOICE3,CHOICE4
652,13,1,24,1,10,1,0,1,0,0,0,0,1,6,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,5,5,5,5,3,3,3,3
653,9,1,23,1,27,1,0,0,0,0,0,1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
654,13,1,53,1,25,1,0,0,0,0,0,1,3,-1,4,-1,-1,-1,-1,-1,-1,3,2,3,3,3,2,3,3,2,1,2,2
657,13,2,19,1,20,1,0,1,0,0,0,0,1,3,-1,1,5,5,1,-1,-1,-1,-1,-1,-1,1,5,5,1,1,3,3,1
658,13,1,20,1,15,1,0,0,0,0,0,1,1,2,-1,3,2,1,3,-1,-1,-1,-1,-1,-1,3,2,1,3,2,1,1,2
659,13,1,71,1,20,1,0,0,0,0,0,1,3,-1,4,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,2,2,2,2
660,13,2,62,1,45,1,1,0,0,0,0,0,3,-1,4,-1,-1,-1,-1,-1,-1,5,1,5,1,5,1,5,1,3,1,3,1
663,13,1,18,1,40,1,1,0,0,0,0,0,1,2,-1,3,2,2,3,-1,-1,-1,-1,-1,-1,3,2,2,3,2,1,1,2
666,13,2,19,1,35,1,0,0,0,0,0,1,1,2,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,1,1
667,13,2,48,1,5,1,0,1,0,0,0,0,4,-1,4,-1,-1,-1,-1,-1,-1,1,5,1,5,1,5,1,5,1,3,1,3
668,13,2,19,4,10,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,2,5,-1,-1,1,3
669,13,1,20,1,40,1,0,0,0,0,0,1,1,3,-1,3,2,2,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,1,1,1
670,13,2,22,1,8,1,1,0,0,0,0,0,1,4,-1,2,4,3,4,-1,-1,-1,-1,-1,-1,2,4,3,4,1,3,2,3
671,13,1,51,1,30,1,1,0,0,0,0,0,3,-1,2,-1,-1,-1,-1,-1,-1,3,2,4,1,3,2,4,1,2,1,3,1
672,13,2,20,1,30,1,0,0,0,0,0,1,1,3,-1,3,4,3,4,-1,-1,-1,-1,-1,-1,3,4,3,4,2,3,2,3
673,13,1,18,1,30,1,1,0,0,0,0,0,1,1,-1,3,4,3,4,-1,-1,-1,-1,-1,-1,3,4,3,4,2,3,2,3
675,13,2,65,1,20,1,1,0,0,0,0,0,3,-1,4,-1,-1,-1,-1,-1,-1,4,2,4,4,4,2,4,4,3,1,3,3
676,13,2,35,1,15,1,0,0,0,0,1,0,1,6,-1,3,5,3,5,-1,-1,-1,-1,-1,-1,3,5,3,5,2,3,2,3
677,13,1,23,1,35,1,0,0,0,0,0,1,1,6,-1,1,2,3,2,-1,-1,-1,-1,-1,-1,1,2,3,2,1,1,2,1
678,13,2,19,4,5,1,0,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
679,13,4,21,1,60,1,0,0,0,0,0,1,1,6,-1,5,1,5,1,-1,-1,-1,-1,-1,-1,5,1,5,1,3,1,3,1
680,13,1,19,1,35,1,0,0,0,0,0,1,1,3,-1,4,1,4,5,-1,-1,-1,-1,-1,-1,4,1,4,5,3,1,3,3
681,13,2,19,4,8,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,2,5,-1,-1,1,3
683,9,2,21,1,25,1,0,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
684,13,2,19,1,7,1,0,0,0,0,0,1,1,2,-1,3,5,2,5,-1,-1,-1,-1,-1,-1,3,5,2,5,2,3,1,3
685,13,2,19,1,4,1,1,1,0,0,0,0,1,2,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
686,13,2,19,1,15,1,1,0,0,0,0,0,1,2,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
687,13,2,19,1,60,1,0,0,0,0,0,1,1,2,-1,3,5,5,5,-1,-1,-1,-1,-1,-1,3,5,5,5,2,3,3,3
688,13,1,49,1,45,1,0,0,0,0,0,1,3,-1,3,-1,-1,-1,-1,-1,-1,5,3,3,5,5,3,3,5,3,2,2,3
689,13,2,33,1,10,1,1,1,0,1,0,0,4,-1,2,-1,-1,-1,-1,-1,-1,2,5,2,4,2,5,2,4,1,3,1,3
690,13,1,61,1,15,1,0,0,0,0,0,1,3,-1,4,-1,-1,-1,-1,-1,-1,2,4,5,3,2,4,5,3,1,3,3,2
692,13,1,20,1,85,1,1,0,0,0,0,0,1,1,-1,2,1,3,3,-1,-1,-1,-1,-1,-1,2,1,3,3,1,1,2,2
693,13,2,22,1,45,1,0,0,0,0,0,1,1,5,-1,2,3,2,4,-1,-1,-1,-1,-1,-1,2,3,2,4,1,2,1,3
694,13,1,27,1,15,1,0,1,0,0,0,0,2,1,-1,4,1,4,2,-1,-1,-1,-1,-1,-1,4,1,4,2,3,1,3,1
695,13,1,62,1,15,1,0,0,0,0,0,1,3,-1,2,-1,-1,-1,-1,-1,-1,5,1,4,1,5,1,4,1,3,1,3,1
696,13,1,22,4,15,1,0,0,1,0,0,0,1,5,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
